commuter, a, 39.25851335605816, -76.71620592724453
commuter, a, 39.25749019691399, -76.71807593227113
commuter, a, 39.25370575450565, -76.7100134807506
commuter, a, 39.25366284712469, -76.70824405046567
commuter, a, 39.25411112106852, -76.7076209556106
commuter, a, 39.254501219715934, -76.70726300750324
commuter, a, 39.25479208133624, -76.70830591803899
commuter, a, 39.25299898580462, -76.70681667714274
commuter, a, 39.252270053646974, -76.70627511789877
commuter, a, 39.254775587638214, -76.7054835885756
commuter, a, 39.25499317863792, -76.70319725127888

walker, b, 39.25924335085779, -76.71536659910856
walker, b, 39.26082278968541, -76.71422930288398

resident, c, 39.254631046722466, -76.7051679376237
resident, c, 39.25483380240385, -76.70309235209514
resident, c, 39.25971954683186, -76.71478983928074
resident, c, 39.2586157150438, -76.71114346127973
resident, c, 39.25727800551694, -76.71281491174058
resident, c, 39.25460405576671, -76.7052103204486

faculty, d, 39.254604055766485, -76.70299637627916
faculty, d, 39.25415146604304, -76.70440149284143
faculty, d, 39.251387546059654, -76.7071957875172
faculty, d, 39.25333687806004, -76.70865121106524
faculty, d, 39.256483000359594, -76.7154708501303
faculty, d, 39.258387055042355, -76.71725376439004
faculty, d, 39.260004205886915, -76.71484104145692

gated, e, 39.25442119158349, -76.7028074530439
gated, e, 39.25427979969312, -76.70893823881009
gated, e, 39.25195078794118, -76.71293613236804
gated, e, 39.25701728833356, -76.71489198186609
gated, e, 39.25735435383894, -76.7124051637951
gated, e, 39.25983926538388, -76.7145261371212

visitor, p, 39.25344473780964, -76.70980280757752
visitor, p, 39.25297503192825, -76.70641453791103
visitor, p, 39.257381848805345, -76.71208535089066
visitor, p, 39.25722461571169, -76.7105747337362
visitor, p, 39.256266767267874, -76.7150045554582
visitor, p, 39.25202429593422, -76.71271976507424
visitor, p, 39.254650872028925, -76.71542853454424
visitor, p, 39.256199718506934, -76.71504943403396
visitor, p, 39.25736152542743, -76.71203931905212